query,rank,document,precision,recall
2,78,CACM-0054,0.0,0.0
2,79,CACM-0055,0.0,0.0
2,80,CACM-0056,0.0,0.0
2,81,CACM-0057,0.0,0.0
2,82,CACM-0058,0.0,0.0
2,83,CACM-0059,0.0,0.0
2,84,CACM-0060,0.0,0.0
2,85,CACM-0061,0.0,0.0
2,86,CACM-0062,0.0,0.0
2,87,CACM-0063,0.0,0.0
2,88,CACM-0064,0.0,0.0
2,89,CACM-0065,0.0,0.0
2,90,CACM-0066,0.0,0.0
2,91,CACM-0067,0.0,0.0
2,92,CACM-0068,0.0,0.0
2,93,CACM-0069,0.0,0.0
2,94,CACM-0070,0.0,0.0
2,95,CACM-0071,0.0,0.0
2,96,CACM-0072,0.0,0.0
2,97,CACM-0073,0.0,0.0
2,98,CACM-0074,0.0,0.0
2,99,CACM-0075,0.0,0.0
2,100,CACM-0076,0.0,0.0

3,1,CACM-2316,0.0,0.0
3,2,CACM-1703,0.0,0.0
3,3,CACM-2705,0.0,0.0
3,4,CACM-1459,0.0,0.0
3,5,CACM-2603,0.0,0.0
3,6,CACM-2295,0.0,0.0
3,7,CACM-2305,0.0,0.0
3,8,CACM-1098,0.0,0.0
3,9,CACM-2886,0.0,0.0
3,10,CACM-1852,0.0,0.0
3,11,CACM-1366,0.0,0.0
3,12,CACM-1923,0.0,0.0
3,13,CACM-2254,0.0,0.0
3,14,CACM-2406,0.0,0.0
3,15,CACM-1678,0.0,0.0
3,16,CACM-1835,0.0,0.0
3,17,CACM-2814,0.0,0.0
3,18,CACM-0628,0.0,0.0
3,19,CACM-0651,0.0,0.0
3,20,CACM-3150,0.0,0.0
3,21,CACM-2873,0.0,0.0
3,22,CACM-1485,0.0,0.0
3,23,CACM-1723,0.0,0.0
3,24,CACM-1457,0.0,0.0
3,25,CACM-2782,0.0,0.0
3,26,CACM-2064,0.0,0.0
3,27,CACM-2645,0.0,0.0
3,28,CACM-1911,0.0,0.0
3,29,CACM-0920,0.0,0.0
3,30,CACM-2661,0.0,0.0
3,31,CACM-2587,0.0,0.0
3,32,CACM-2699,0.0,0.0
3,33,CACM-1470,0.0,0.0
3,34,CACM-3148,0.0,0.0
3,35,CACM-0051,0.0,0.0
3,36,CACM-3099,0.0,0.0
3,37,CACM-3102,0.0,0.0
3,38,CACM-1466,0.0,0.0
3,39,CACM-0070,0.0,0.0
3,40,CACM-2551,0.0,0.0
3,41,CACM-2659,0.0,0.0
3,42,CACM-0929,0.0,0.0
3,43,CACM-1313,0.0,0.0
3,44,CACM-2658,0.0,0.0
3,45,CACM-0637,0.0,0.0
3,46,CACM-2931,0.0,0.0
3,47,CACM-2956,0.0,0.0
3,48,CACM-1142,0.0,0.0
3,49,CACM-2066,0.0,0.0
3,50,CACM-2495,0.0,0.0
3,51,CACM-2317,0.0,0.0
3,52,CACM-2084,0.0,0.0
3,53,CACM-2572,0.0,0.0
3,54,CACM-2710,0.0,0.0
3,55,CACM-1769,0.0,0.0
3,56,CACM-2897,0.0,0.0
3,57,CACM-2265,0.0,0.0
3,58,CACM-1163,0.0,0.0
3,59,CACM-1402,0.0,0.0
3,60,CACM-3077,0.0,0.0
3,61,CACM-1282,0.0,0.0
3,62,CACM-2647,0.0,0.0
3,63,CACM-3171,0.0,0.0
3,64,CACM-3105,0.0,0.0
3,65,CACM-3198,0.0,0.0
3,66,CACM-2148,0.0,0.0
3,67,CACM-0689,0.0,0.0
3,68,CACM-2423,0.0,0.0
3,69,CACM-2717,0.0,0.0
3,70,CACM-0252,0.0,0.0
3,71,CACM-2940,0.0,0.0
3,72,CACM-2449,0.0,0.0
3,73,CACM-2843,0.0,0.0
3,74,CACM-1314,0.0,0.0
3,75,CACM-2470,0.0,0.0
3,76,CACM-2666,0.0,0.0
3,77,CACM-2609,0.0,0.0
3,78,CACM-0058,0.0,0.0
3,79,CACM-1134,0.012658227848101266,0.16666666666666666
3,80,CACM-1253,0.0125,0.16666666666666666
3,81,CACM-2904,0.012345679012345678,0.16666666666666666
3,82,CACM-1696,0.012195121951219513,0.16666666666666666
3,83,CACM-0265,0.012048192771084338,0.16666666666666666
3,84,CACM-2514,0.011904761904761904,0.16666666666666666
3,85,CACM-2685,0.011764705882352941,0.16666666666666666
3,86,CACM-3151,0.011627906976744186,0.16666666666666666
3,87,CACM-2267,0.011494252873563218,0.16666666666666666
3,88,CACM-2439,0.011363636363636364,0.16666666666666666
3,89,CACM-2003,0.011235955056179775,0.16666666666666666
3,90,CACM-1306,0.011111111111111112,0.16666666666666666
3,91,CACM-2650,0.01098901098901099,0.16666666666666666
3,92,CACM-1035,0.010869565217391304,0.16666666666666666
3,93,CACM-1469,0.010752688172043012,0.16666666666666666
3,94,CACM-2644,0.010638297872340425,0.16666666666666666
3,95,CACM-3177,0.010526315789473684,0.16666666666666666
3,96,CACM-0100,0.010416666666666666,0.16666666666666666
3,97,CACM-1588,0.010309278350515464,0.16666666666666666
3,98,CACM-2198,0.01020408163265306,0.16666666666666666
3,99,CACM-1807,0.020202020202020204,0.3333333333333333
3,100,CACM-2870,0.02,0.3333333333333333

4,1,CACM-3141,0.0,0.0
4,2,CACM-3018,0.0,0.0
4,3,CACM-2900,0.0,0.0
4,4,CACM-2519,0.0,0.0
4,5,CACM-3103,0.0,0.0
4,6,CACM-2742,0.0,0.0
4,7,CACM-2870,0.0,0.0
4,8,CACM-1014,0.0,0.0
4,9,CACM-2666,0.0,0.0
4,10,CACM-1623,0.0,0.0
4,11,CACM-2969,0.0,0.0
4,12,CACM-1363,0.0,0.0
4,13,CACM-2215,0.0,0.0
4,14,CACM-2445,0.0,0.0
4,15,CACM-2196,0.0,0.0
4,16,CACM-2703,0.0,0.0
4,17,CACM-1943,0.0,0.0
4,18,CACM-2439,0.0,0.0
4,19,CACM-2174,0.0,0.0
4,20,CACM-2848,0.0,0.0
4,21,CACM-1369,0.0,0.0
4,22,CACM-2554,0.0,0.0
4,23,CACM-3137,0.0,0.0
4,24,CACM-1692,0.0,0.0
4,25,CACM-1610,0.0,0.0
4,26,CACM-2883,0.0,0.0
4,27,CACM-2912,0.037037037037037035,0.08333333333333333
4,28,CACM-2371,0.07142857142857142,0.16666666666666666
4,29,CACM-2134,0.06896551724137931,0.16666666666666666
4,30,CACM-0403,0.06666666666666667,0.16666666666666666
4,31,CACM-1759,0.06451612903225806,0.16666666666666666
4,32,CACM-1435,0.0625,0.16666666666666666
4,33,CACM-2706,0.06060606060606061,0.16666666666666666
4,34,CACM-0124,0.058823529411764705,0.16666666666666666
4,35,CACM-1985,0.05714285714285714,0.16666666666666666
4,36,CACM-2331,0.05555555555555555,0.16666666666666666
4,37,CACM-2849,0.05405405405405406,0.16666666666666666
4,38,CACM-3020,0.05263157894736842,0.16666666666666666
4,39,CACM-2877,0.05128205128205128,0.16666666666666666
4,40,CACM-2643,0.05,0.16666666666666666
4,41,CACM-0595,0.04878048780487805,0.16666666666666666
4,42,CACM-1863,0.047619047619047616,0.16666666666666666
4,43,CACM-2223,0.046511627906976744,0.16666666666666666
4,44,CACM-3082,0.06818181818181818,0.25
4,45,CACM-0020,0.06666666666666667,0.25
4,46,CACM-2844,0.06521739130434782,0.25
4,47,CACM-2920,0.06382978723404255,0.25
4,48,CACM-2619,0.0625,0.25
4,49,CACM-2248,0.061224489795918366,0.25
4,50,CACM-2702,0.06,0.25
4,51,CACM-2578,0.058823529411764705,0.25
4,52,CACM-1736,0.057692307692307696,0.25
4,53,CACM-2895,0.05660377358490566,0.25
4,54,CACM-0409,0.05555555555555555,0.25
4,55,CACM-0282,0.05454545454545454,0.25
4,56,CACM-1566,0.05357142857142857,0.25
4,57,CACM-1279,0.05263157894736842,0.25
4,58,CACM-1893,0.05172413793103448,0.25
4,59,CACM-1922,0.05084745762711865,0.25
4,60,CACM-1729,0.05,0.25
4,61,CACM-2173,0.04918032786885246,0.25
4,62,CACM-2492,0.04838709677419355,0.25
4,63,CACM-1351,0.047619047619047616,0.25
4,64,CACM-3057,0.046875,0.25
4,65,CACM-3055,0.046153846153846156,0.25
4,66,CACM-1459,0.045454545454545456,0.25
4,67,CACM-0300,0.04477611940298507,0.25
4,68,CACM-2133,0.04411764705882353,0.25
4,69,CACM-2077,0.043478260869565216,0.25
4,70,CACM-1567,0.04285714285714286,0.25
4,71,CACM-1274,0.04225352112676056,0.25
4,72,CACM-1476,0.041666666666666664,0.25
4,73,CACM-2287,0.0410958904109589,0.25
4,74,CACM-1224,0.04054054054054054,0.25
4,75,CACM-2932,0.04,0.25
4,76,CACM-1724,0.039473684210526314,0.25
4,77,CACM-0558,0.03896103896103896,0.25
4,78,CACM-1667,0.038461538461538464,0.25
4,79,CACM-2096,0.0379746835443038,0.25
4,80,CACM-2501,0.0375,0.25
4,81,CACM-2226,0.037037037037037035,0.25
4,82,CACM-3031,0.036585365853658534,0.25
4,83,CACM-1846,0.03614457831325301,0.25
4,84,CACM-2610,0.03571428571428571,0.25
4,85,CACM-3021,0.03529411764705882,0.25
4,86,CACM-1185,0.03488372093023256,0.25
4,87,CACM-3175,0.034482758620689655,0.25
4,88,CACM-2721,0.03409090909090909,0.25
4,89,CACM-1672,0.033707865168539325,0.25
4,90,CACM-2353,0.03333333333333333,0.25
4,91,CACM-2753,0.03296703296703297,0.25
4,92,CACM-1147,0.03260869565217391,0.25
4,93,CACM-2357,0.03225806451612903,0.25
4,94,CACM-1855,0.031914893617021274,0.25
4,95,CACM-1934,0.031578947368421054,0.25
4,96,CACM-2745,0.03125,0.25
4,97,CACM-1150,0.030927835051546393,0.25
4,98,CACM-2936,0.030612244897959183,0.25
4,99,CACM-0425,0.030303030303030304,0.25
4,100,CACM-1342,0.03,0.25

5,1,CACM-1742,0.0,0.0
5,2,CACM-2542,0.0,0.0
5,3,CACM-2357,0.0,0.0
5,4,CACM-1435,0.0,0.0
5,5,CACM-3137,0.0,0.0
5,6,CACM-2078,0.0,0.0
5,7,CACM-0251,0.0,0.0
5,8,CACM-2145,0.0,0.0
5,9,CACM-2753,0.0,0.0
5,10,CACM-1605,0.0,0.0
5,11,CACM-2718,0.0,0.0
5,12,CACM-1252,0.0,0.0
5,13,CACM-2469,0.0,0.0
5,14,CACM-2978,0.0,0.0
5,15,CACM-2812,0.0,0.0
5,16,CACM-3147,0.0,0.0
5,17,CACM-2003,0.0,0.0
5,18,CACM-0063,0.0,0.0
5,19,CACM-2188,0.0,0.0
5,20,CACM-1923,0.0,0.0
5,21,CACM-2105,0.0,0.0
5,22,CACM-2322,0.0,0.0
5,23,CACM-2230,0.0,0.0
5,24,CACM-1503,0.0,0.0
5,25,CACM-1314,0.0,0.0
5,26,CACM-1750,0.0,0.0
5,27,CACM-2860,0.0,0.0
5,28,CACM-2848,0.0,0.0
5,29,CACM-2541,0.0,0.0
5,30,CACM-1534,0.0,0.0
5,31,CACM-1835,0.0,0.0
5,32,CACM-2522,0.0,0.0
5,33,CACM-0173,0.0,0.0
5,34,CACM-1698,0.0,0.0
5,35,CACM-1724,0.0,0.0
5,36,CACM-3174,0.0,0.0
5,37,CACM-2950,0.0,0.0
5,38,CACM-1101,0.0,0.0
5,39,CACM-1159,0.0,0.0
5,40,CACM-0606,0.0,0.0
5,41,CACM-2321,0.0,0.0
5,42,CACM-2782,0.0,0.0
5,43,CACM-1281,0.0,0.0
5,44,CACM-2399,0.022727272727272728,0.125
5,45,CACM-2451,0.022222222222222223,0.125
5,46,CACM-2225,0.021739130434782608,0.125
5,47,CACM-1272,0.02127659574468085,0.125
5,48,CACM-2964,0.020833333333333332,0.125
5,49,CACM-3028,0.02040816326530612,0.125
5,50,CACM-0333,0.02,0.125
5,51,CACM-2502,0.0196078431372549,0.125
5,52,CACM-2553,0.019230769230769232,0.125
5,53,CACM-2514,0.018867924528301886,0.125
5,54,CACM-2689,0.018518518518518517,0.125
5,55,CACM-2067,0.01818181818181818,0.125
5,56,CACM-2985,0.017857142857142856,0.125
5,57,CACM-1433,0.017543859649122806,0.125
5,58,CACM-2841,0.017241379310344827,0.125
5,59,CACM-2942,0.01694915254237288,0.125
5,60,CACM-1465,0.016666666666666666,0.125
5,61,CACM-1738,0.01639344262295082,0.125
5,62,CACM-2947,0.016129032258064516,0.125
5,63,CACM-2254,0.015873015873015872,0.125
5,64,CACM-1483,0.015625,0.125
5,65,CACM-2151,0.015384615384615385,0.125
5,66,CACM-2433,0.015151515151515152,0.125
5,67,CACM-2295,0.014925373134328358,0.125
5,68,CACM-1409,0.014705882352941176,0.125
5,69,CACM-3002,0.014492753623188406,0.125
5,70,CACM-2626,0.014285714285714285,0.125
5,71,CACM-2892,0.014084507042253521,0.125
5,72,CACM-1392,0.013888888888888888,0.125
5,73,CACM-1905,0.0136986301369863,0.125
5,74,CACM-1747,0.013513513513513514,0.125
5,75,CACM-2980,0.013333333333333334,0.125
5,76,CACM-1852,0.013157894736842105,0.125
5,77,CACM-2878,0.012987012987012988,0.125
5,78,CACM-1194,0.01282051282051282,0.125
5,79,CACM-0092,0.012658227848101266,0.125
5,80,CACM-2716,0.0125,0.125
5,81,CACM-2002,0.012345679012345678,0.125
5,82,CACM-3102,0.012195121951219513,0.125
5,83,CACM-2035,0.024096385542168676,0.25
5,84,CACM-1802,0.023809523809523808,0.25
5,85,CACM-2343,0.023529411764705882,0.25
5,86,CACM-3050,0.023255813953488372,0.25
5,87,CACM-1188,0.022988505747126436,0.25
5,88,CACM-1629,0.022727272727272728,0.25
5,89,CACM-1801,0.02247191011235955,0.25
5,90,CACM-1087,0.022222222222222223,0.25
5,91,CACM-1744,0.02197802197802198,0.25
5,92,CACM-2647,0.021739130434782608,0.25
5,93,CACM-1623,0.021505376344086023,0.25
5,94,CACM-0756,0.02127659574468085,0.25
5,95,CACM-2271,0.021052631578947368,0.25
5,96,CACM-2148,0.020833333333333332,0.25
5,97,CACM-0117,0.020618556701030927,0.25
5,98,CACM-0022,0.02040816326530612,0.25
5,99,CACM-0023,0.020202020202020204,0.25
5,100,CACM-0529,0.02,0.25

6,1,CACM-2826,0.0,0.0
6,2,CACM-1543,0.5,0.3333333333333333
6,3,CACM-3035,0.3333333333333333,0.3333333333333333
6,4,CACM-2721,0.25,0.3333333333333333
6,5,CACM-2230,0.2,0.3333333333333333
6,6,CACM-2753,0.16666666666666666,0.3333333333333333
6,7,CACM-2671,0.14285714285714285,0.3333333333333333
6,8,CACM-1009,0.125,0.3333333333333333
6,9,CACM-2078,0.2222222222222222,0.6666666666666666
6,10,CACM-2389,0.2,0.6666666666666666
6,11,CACM-0242,0.18181818181818182,0.6666666666666666
6,12,CACM-1186,0.16666666666666666,0.6666666666666666
6,13,CACM-2836,0.15384615384615385,0.6666666666666666
6,14,CACM-2873,0.14285714285714285,0.6666666666666666
6,15,CACM-2707,0.13333333333333333,0.6666666666666666
6,16,CACM-2705,0.125,0.6666666666666666
6,17,CACM-0705,0.11764705882352941,0.6666666666666666
6,18,CACM-1001,0.1111111111111111,0.6666666666666666
6,19,CACM-0530,0.10526315789473684,0.6666666666666666
6,20,CACM-0704,0.1,0.6666666666666666
6,21,CACM-0887,0.09523809523809523,0.6666666666666666
6,22,CACM-0697,0.09090909090909091,0.6666666666666666
6,23,CACM-3172,0.08695652173913043,0.6666666666666666
6,24,CACM-0768,0.08333333333333333,0.6666666666666666
6,25,CACM-0888,0.08,0.6666666666666666
6,26,CACM-3040,0.07692307692307693,0.6666666666666666
6,27,CACM-0767,0.07407407407407407,0.6666666666666666
6,28,CACM-2502,0.07142857142857142,0.6666666666666666
6,29,CACM-1014,0.06896551724137931,0.6666666666666666
6,30,CACM-1368,0.06666666666666667,0.6666666666666666
6,31,CACM-2187,0.06451612903225806,0.6666666666666666
6,32,CACM-2176,0.0625,0.6666666666666666
6,33,CACM-2485,0.06060606060606061,0.6666666666666666
6,34,CACM-2306,0.058823529411764705,0.6666666666666666
6,35,CACM-2804,0.05714285714285714,0.6666666666666666
6,36,CACM-0670,0.05555555555555555,0.6666666666666666
6,37,CACM-0605,0.05405405405405406,0.6666666666666666
6,38,CACM-1148,0.05263157894736842,0.6666666666666666
6,39,CACM-2399,0.05128205128205128,0.6666666666666666
6,40,CACM-0417,0.05,0.6666666666666666
6,41,CACM-0971,0.04878048780487805,0.6666666666666666
6,42,CACM-2087,0.047619047619047616,0.6666666666666666
6,43,CACM-1621,0.046511627906976744,0.6666666666666666
6,44,CACM-2666,0.045454545454545456,0.6666666666666666
6,45,CACM-1867,0.044444444444444446,0.6666666666666666
6,46,CACM-2406,0.043478260869565216,0.6666666666666666
6,47,CACM-1623,0.0425531914893617,0.6666666666666666
6,48,CACM-1088,0.041666666666666664,0.6666666666666666
6,49,CACM-1113,0.04081632653061224,0.6666666666666666
6,50,CACM-1404,0.04,0.6666666666666666
6,51,CACM-1267,0.0392156862745098,0.6666666666666666
6,52,CACM-3086,0.038461538461538464,0.6666666666666666
6,53,CACM-2505,0.03773584905660377,0.6666666666666666
6,54,CACM-2772,0.037037037037037035,0.6666666666666666
6,55,CACM-1413,0.03636363636363636,0.6666666666666666
6,56,CACM-1541,0.03571428571428571,0.6666666666666666
6,57,CACM-2486,0.03508771929824561,0.6666666666666666
6,58,CACM-0001,0.034482758620689655,0.6666666666666666
6,59,CACM-0002,0.03389830508474576,0.6666666666666666
6,60,CACM-0003,0.03333333333333333,0.6666666666666666
6,61,CACM-0004,0.03278688524590164,0.6666666666666666
6,62,CACM-0005,0.03225806451612903,0.6666666666666666
6,63,CACM-0006,0.031746031746031744,0.6666666666666666
6,64,CACM-0007,0.03125,0.6666666666666666
6,65,CACM-0008,0.03076923076923077,0.6666666666666666
6,66,CACM-0009,0.030303030303030304,0.6666666666666666
6,67,CACM-0010,0.029850746268656716,0.6666666666666666
6,68,CACM-0011,0.029411764705882353,0.6666666666666666
6,69,CACM-0012,0.028985507246376812,0.6666666666666666
6,70,CACM-0013,0.02857142857142857,0.6666666666666666
6,71,CACM-0014,0.028169014084507043,0.6666666666666666
6,72,CACM-0015,0.027777777777777776,0.6666666666666666
6,73,CACM-0016,0.0273972602739726,0.6666666666666666
6,74,CACM-0017,0.02702702702702703,0.6666666666666666
6,75,CACM-0018,0.02666666666666667,0.6666666666666666
6,76,CACM-0019,0.02631578947368421,0.6666666666666666
6,77,CACM-0020,0.025974025974025976,0.6666666666666666
6,78,CACM-0021,0.02564102564102564,0.6666666666666666
6,79,CACM-0022,0.02531645569620253,0.6666666666666666
6,80,CACM-0023,0.025,0.6666666666666666
6,81,CACM-0024,0.024691358024691357,0.6666666666666666
6,82,CACM-0025,0.024390243902439025,0.6666666666666666
6,83,CACM-0026,0.024096385542168676,0.6666666666666666
6,84,CACM-0027,0.023809523809523808,0.6666666666666666
6,85,CACM-0028,0.023529411764705882,0.6666666666666666
6,86,CACM-0029,0.023255813953488372,0.6666666666666666
6,87,CACM-0030,0.022988505747126436,0.6666666666666666
6,88,CACM-0031,0.022727272727272728,0.6666666666666666
6,89,CACM-0032,0.02247191011235955,0.6666666666666666
6,90,CACM-0033,0.022222222222222223,0.6666666666666666
6,91,CACM-0034,0.02197802197802198,0.6666666666666666
6,92,CACM-0035,0.021739130434782608,0.6666666666666666
6,93,CACM-0036,0.021505376344086023,0.6666666666666666
6,94,CACM-0037,0.02127659574468085,0.6666666666666666
6,95,CACM-0038,0.021052631578947368,0.6666666666666666
6,96,CACM-0039,0.020833333333333332,0.6666666666666666
6,97,CACM-0040,0.020618556701030927,0.6666666666666666
6,98,CACM-0041,0.02040816326530612,0.6666666666666666
6,99,CACM-0042,0.020202020202020204,0.6666666666666666
6,100,CACM-0043,0.02,0.6666666666666666

7,1,CACM-2903,0.0,0.0
7,2,CACM-2283,0.0,0.0
7,3,CACM-2884,0.0,0.0
7,4,CACM-2226,0.0,0.0
7,5,CACM-2950,0.0,0.0
7,6,CACM-3141,0.16666666666666666,0.03571428571428571
7,7,CACM-3166,0.14285714285714285,0.03571428571428571
7,8,CACM-0371,0.125,0.03571428571428571
7,9,CACM-1658,0.1111111111111111,0.03571428571428571
7,10,CACM-2324,0.1,0.03571428571428571
7,11,CACM-2389,0.09090909090909091,0.03571428571428571
7,12,CACM-2819,0.08333333333333333,0.03571428571428571
7,13,CACM-2627,0.07692307692307693,0.03571428571428571
7,14,CACM-1796,0.07142857142857142,0.03571428571428571
7,15,CACM-2146,0.06666666666666667,0.03571428571428571
7,16,CACM-2490,0.0625,0.03571428571428571
7,17,CACM-1873,0.058823529411764705,0.03571428571428571
