query,rank,document,precision,recall
14,7,CACM-3069,0.0,0.0
14,8,CACM-1774,0.0,0.0

15,1,CACM-3069,0.0,0.0
15,2,CACM-1824,0.0,0.0
15,3,CACM-1774,0.0,0.0
15,4,CACM-2501,0.0,0.0

16,1,CACM-3068,0.0,0.0
16,2,CACM-0428,0.0,0.0
16,3,CACM-1824,0.0,0.0
16,4,CACM-0581,0.0,0.0
16,5,CACM-2222,0.0,0.0
16,6,CACM-3197,0.0,0.0
16,7,CACM-2219,0.0,0.0
16,8,CACM-2806,0.0,0.0
16,9,CACM-2501,0.0,0.0
16,10,CACM-1774,0.0,0.0
16,11,CACM-0320,0.0,0.0
16,12,CACM-3103,0.0,0.0

17,1,CACM-1065,0.0,0.0
17,2,CACM-3069,0.0,0.0
17,3,CACM-1774,0.0,0.0
17,4,CACM-0320,0.0,0.0
17,5,CACM-1824,0.0,0.0
17,6,CACM-2692,0.0,0.0

18,1,CACM-0249,0.0,0.0
18,2,CACM-1163,0.0,0.0
18,3,CACM-2514,0.0,0.0
18,4,CACM-1824,0.0,0.0
18,5,CACM-2692,0.0,0.0
18,6,CACM-1065,0.0,0.0
18,7,CACM-3131,0.0,0.0
18,8,CACM-3103,0.0,0.0
18,9,CACM-0320,0.0,0.0

19,1,CACM-2692,0.0,0.0
19,2,CACM-2222,0.0,0.0
19,3,CACM-3131,0.0,0.0
19,4,CACM-2514,0.0,0.0
19,5,CACM-0320,0.0,0.0

20,1,CACM-2203,0.0,0.0
20,2,CACM-2806,0.0,0.0
20,3,CACM-0494,0.0,0.0
20,4,CACM-2222,0.0,0.0
20,5,CACM-3131,0.0,0.0
20,6,CACM-2692,0.0,0.0
20,7,CACM-2514,0.0,0.0

21,1,CACM-3131,0.0,0.0
21,2,CACM-2251,0.0,0.0
21,3,CACM-2222,0.0,0.0
21,4,CACM-2692,0.0,0.0
21,5,CACM-3069,0.0,0.0
21,6,CACM-2219,0.0,0.0

22,1,CACM-2692,1.0,0.058823529411764705
22,2,CACM-2222,0.5,0.058823529411764705
22,3,CACM-1378,0.3333333333333333,0.058823529411764705
22,4,CACM-3197,0.25,0.058823529411764705
22,5,CACM-2501,0.2,0.058823529411764705
22,6,CACM-1824,0.16666666666666666,0.058823529411764705
22,7,CACM-3131,0.14285714285714285,0.058823529411764705
22,8,CACM-2489,0.125,0.058823529411764705
22,9,CACM-1418,0.1111111111111111,0.058823529411764705
22,10,CACM-1606,0.1,0.058823529411764705
22,11,CACM-1639,0.09090909090909091,0.058823529411764705
22,12,CACM-1596,0.08333333333333333,0.058823529411764705
22,13,CACM-1101,0.07692307692307693,0.058823529411764705
22,14,CACM-2593,0.07142857142857142,0.058823529411764705
22,15,CACM-1445,0.06666666666666667,0.058823529411764705
22,16,CACM-0536,0.0625,0.058823529411764705
22,17,CACM-2539,0.058823529411764705,0.058823529411764705
22,18,CACM-2242,0.05555555555555555,0.058823529411764705
22,19,CACM-2286,0.05263157894736842,0.058823529411764705
22,20,CACM-0320,0.05,0.058823529411764705
22,21,CACM-3068,0.047619047619047616,0.058823529411764705
22,22,CACM-3200,0.045454545454545456,0.058823529411764705

23,1,CACM-0147,0.0,0.0
23,2,CACM-2222,0.0,0.0
23,3,CACM-3197,0.0,0.0
23,4,CACM-3131,0.0,0.0
23,5,CACM-2692,0.0,0.0
23,6,CACM-3103,0.0,0.0
23,7,CACM-2203,0.0,0.0

24,1,CACM-2203,0.0,0.0
24,2,CACM-3068,0.0,0.0

25,1,CACM-3068,0.0,0.0
25,2,CACM-2286,0.0,0.0
25,3,CACM-0320,0.0,0.0
25,4,CACM-2539,0.0,0.0
25,5,CACM-2203,0.0,0.0
25,6,CACM-2806,0.0,0.0
25,7,CACM-1101,0.0,0.0
25,8,CACM-2593,0.0,0.0
25,9,CACM-1445,0.0,0.0
25,10,CACM-1774,0.0,0.0
25,11,CACM-3103,0.0,0.0
25,12,CACM-3197,0.0,0.0
25,13,CACM-2501,0.0,0.0
25,14,CACM-3200,0.0,0.0
25,15,CACM-2692,0.0,0.0

26,1,CACM-3068,0.0,0.0
26,2,CACM-2222,0.0,0.0
26,3,CACM-2219,0.0,0.0
26,4,CACM-2806,0.0,0.0
26,5,CACM-2239,0.0,0.0
26,6,CACM-2514,0.0,0.0
26,7,CACM-2286,0.0,0.0
26,8,CACM-1774,0.0,0.0
26,9,CACM-0320,0.0,0.0
26,10,CACM-3131,0.0,0.0
26,11,CACM-3103,0.0,0.0

27,1,CACM-3068,0.0,0.0
27,2,CACM-0320,0.0,0.0
27,3,CACM-2593,0.0,0.0
27,4,CACM-2219,0.0,0.0
27,5,CACM-2806,0.0,0.0
27,6,CACM-1774,0.0,0.0
27,7,CACM-3103,0.0,0.0

28,1,CACM-2222,0.0,0.0
28,2,CACM-3131,0.0,0.0
28,3,CACM-2593,0.0,0.0
28,4,CACM-1378,0.0,0.0
28,5,CACM-1824,0.0,0.0
28,6,CACM-0039,0.0,0.0
28,7,CACM-0275,0.0,0.0
28,8,CACM-1774,0.0,0.0
28,9,CACM-2692,0.0,0.0
28,10,CACM-1065,0.0,0.0
28,11,CACM-2501,0.0,0.0
28,12,CACM-3197,0.0,0.0
28,13,CACM-3069,0.0,0.0
28,14,CACM-2203,0.0,0.0

29,1,CACM-3131,0.0,0.0
29,2,CACM-0294,0.0,0.0
29,3,CACM-2489,0.0,0.0
29,4,CACM-2203,0.0,0.0
29,5,CACM-1445,0.0,0.0
29,6,CACM-2806,0.0,0.0
29,7,CACM-1163,0.0,0.0
29,8,CACM-2222,0.0,0.0
29,9,CACM-2219,0.0,0.0
29,10,CACM-2514,0.0,0.0
29,11,CACM-2692,0.0,0.0
29,12,CACM-3200,0.0,0.0

30,1,CACM-0320,0.0,0.0
30,2,CACM-2501,0.0,0.0
30,3,CACM-3068,0.0,0.0
30,4,CACM-2806,0.0,0.0
30,5,CACM-1774,0.0,0.0
30,6,CACM-1824,0.0,0.0
30,7,CACM-3103,0.0,0.0
30,8,CACM-2514,0.0,0.0

31,1,CACM-2203,0.0,0.0
31,2,CACM-1824,0.0,0.0
31,3,CACM-2222,0.0,0.0
31,4,CACM-3131,0.0,0.0
31,5,CACM-2474,0.0,0.0
31,6,CACM-3197,0.0,0.0
31,7,CACM-2539,0.0,0.0
31,8,CACM-1445,0.0,0.0
31,9,CACM-2239,0.0,0.0
31,10,CACM-3200,0.0,0.0
31,11,CACM-2692,0.0,0.0
31,12,CACM-2242,0.0,0.0
31,13,CACM-1065,0.0,0.0
31,14,CACM-1774,0.0,0.0
31,15,CACM-2501,0.0,0.0

32,1,CACM-2222,0.0,0.0
32,2,CACM-3131,0.0,0.0
32,3,CACM-2692,0.0,0.0
32,4,CACM-2203,0.0,0.0
32,5,CACM-3200,0.0,0.0
32,6,CACM-1824,0.0,0.0
32,7,CACM-2501,0.0,0.0
32,8,CACM-0350,0.0,0.0
32,9,CACM-2806,0.0,0.0
32,10,CACM-0039,0.0,0.0
32,11,CACM-0535,0.0,0.0
32,12,CACM-0697,0.0,0.0
32,13,CACM-2434,0.0,0.0
32,14,CACM-2251,0.0,0.0
32,15,CACM-3068,0.0,0.0

33,1,CACM-2806,0.0,0.0
33,2,CACM-2239,0.0,0.0
33,3,CACM-3200,0.0,0.0
33,4,CACM-2286,0.0,0.0
33,5,CACM-2539,0.0,0.0
33,6,CACM-1378,0.0,0.0
33,7,CACM-2242,0.0,0.0
33,8,CACM-2222,0.0,0.0
33,9,CACM-0494,0.0,0.0
33,10,CACM-2474,0.0,0.0
33,11,CACM-3069,0.0,0.0
33,12,CACM-0697,0.0,0.0
33,13,CACM-2514,0.0,0.0
33,14,CACM-0536,0.0,0.0
33,15,CACM-1824,0.0,0.0
33,16,CACM-1065,0.0,0.0
33,17,CACM-2203,0.0,0.0
33,18,CACM-1774,0.0,0.0
33,19,CACM-1445,0.0,0.0
33,20,CACM-1714,0.0,0.0
33,21,CACM-2251,0.0,0.0
33,22,CACM-3131,0.0,0.0
33,23,CACM-2489,0.0,0.0
33,24,CACM-1418,0.0,0.0
33,25,CACM-1606,0.0,0.0
33,26,CACM-1639,0.0,0.0
33,27,CACM-1596,0.0,0.0
33,28,CACM-0039,0.0,0.0
33,29,CACM-2501,0.0,0.0
33,30,CACM-2670,0.0,0.0

36,1,CACM-1824,0.0,0.0
36,2,CACM-2593,0.0,0.0
36,3,CACM-2514,0.0,0.0
36,4,CACM-0428,0.0,0.0
36,5,CACM-0906,0.0,0.0
36,6,CACM-0376,0.0,0.0
36,7,CACM-0814,0.0,0.0
36,8,CACM-0710,0.0,0.0
36,9,CACM-3069,0.0,0.0
36,10,CACM-0907,0.0,0.0
36,11,CACM-1418,0.0,0.0
36,12,CACM-1606,0.0,0.0
36,13,CACM-1639,0.0,0.0
36,14,CACM-0578,0.0,0.0
36,15,CACM-0735,0.0,0.0
36,16,CACM-1378,0.0,0.0
36,17,CACM-0358,0.0,0.0
36,18,CACM-1596,0.0,0.0
36,19,CACM-0622,0.0,0.0
36,20,CACM-0650,0.0,0.0
36,21,CACM-2440,0.0,0.0
36,22,CACM-0350,0.0,0.0
36,23,CACM-2222,0.0,0.0
36,24,CACM-2474,0.0,0.0
36,25,CACM-2670,0.0,0.0
36,26,CACM-2539,0.0,0.0
36,27,CACM-2242,0.0,0.0
36,28,CACM-1714,0.0,0.0
36,29,CACM-2489,0.0,0.0
36,30,CACM-2239,0.0,0.0
36,31,CACM-2219,0.0,0.0

37,1,CACM-2242,0.0,0.0
37,2,CACM-3103,0.0,0.0
37,3,CACM-2489,0.0,0.0
37,4,CACM-1418,0.0,0.0
37,5,CACM-1606,0.0,0.0
37,6,CACM-1639,0.0,0.0
37,7,CACM-1596,0.0,0.0
37,8,CACM-1774,0.0,0.0
37,9,CACM-0536,0.0,0.0
37,10,CACM-2539,0.0,0.0
37,11,CACM-1065,0.0,0.0
37,12,CACM-1824,0.0,0.0
37,13,CACM-2219,0.0,0.0
37,14,CACM-3131,0.0,0.0
37,15,CACM-2593,0.0,0.0
37,16,CACM-3068,0.0,0.0
37,17,CACM-2222,0.0,0.0
37,18,CACM-2501,0.0,0.0
37,19,CACM-2203,0.0,0.0
37,20,CACM-0494,0.0,0.0
37,21,CACM-3200,0.0,0.0
37,22,CACM-0320,0.0,0.0
37,23,CACM-0294,0.0,0.0
37,24,CACM-3069,0.0,0.0
37,25,CACM-0275,0.0,0.0
37,26,CACM-1163,0.0,0.0
37,27,CACM-0039,0.0,0.0
37,28,CACM-2286,0.0,0.0
37,29,CACM-2514,0.0,0.0

38,1,CACM-3103,1.0,0.0625
38,2,CACM-2242,0.5,0.0625
38,3,CACM-2222,0.3333333333333333,0.0625
38,4,CACM-2203,0.25,0.0625
38,5,CACM-2489,0.2,0.0625
38,6,CACM-1418,0.16666666666666666,0.0625
38,7,CACM-1606,0.14285714285714285,0.0625
38,8,CACM-1639,0.125,0.0625
38,9,CACM-1596,0.1111111111111111,0.0625
38,10,CACM-1824,0.1,0.0625
38,11,CACM-0536,0.09090909090909091,0.0625
38,12,CACM-2539,0.08333333333333333,0.0625
38,13,CACM-1378,0.07692307692307693,0.0625
38,14,CACM-2501,0.07142857142857142,0.0625
38,15,CACM-0039,0.06666666666666667,0.0625
38,16,CACM-2593,0.0625,0.0625
38,17,CACM-1774,0.058823529411764705,0.0625
38,18,CACM-3069,0.05555555555555555,0.0625
38,19,CACM-1065,0.05263157894736842,0.0625
38,20,CACM-3068,0.05,0.0625
38,21,CACM-2286,0.047619047619047616,0.0625

39,1,CACM-3103,0.0,0.0
39,2,CACM-0249,0.0,0.0
39,3,CACM-2203,0.0,0.0
39,4,CACM-1824,0.0,0.0
39,5,CACM-1774,0.0,0.0
39,6,CACM-1163,0.0,0.0
39,7,CACM-3068,0.0,0.0
39,8,CACM-2514,0.0,0.0
39,9,CACM-2242,0.0,0.0
39,10,CACM-2222,0.0,0.0
39,11,CACM-1477,0.0,0.0
39,12,CACM-2593,0.0,0.0
39,13,CACM-3069,0.0,0.0
39,14,CACM-1065,0.0,0.0
39,15,CACM-2286,0.0,0.0
39,16,CACM-2501,0.0,0.0

40,1,CACM-0249,0.0,0.0
40,2,CACM-3103,0.0,0.0
40,3,CACM-1163,0.0,0.0
40,4,CACM-2222,0.0,0.0
40,5,CACM-1824,0.0,0.0
40,6,CACM-2514,0.0,0.0
40,7,CACM-1378,0.0,0.0
40,8,CACM-2501,0.0,0.0
40,9,CACM-2242,0.0,0.0
40,10,CACM-2593,0.0,0.0
40,11,CACM-3197,0.0,0.0
40,12,CACM-1774,0.0,0.0
40,13,CACM-2670,0.0,0.0
40,14,CACM-0536,0.0,0.0
40,15,CACM-3069,0.0,0.0
40,16,CACM-1065,0.0,0.0
40,17,CACM-3068,0.0,0.0
40,18,CACM-2203,0.0,0.0
40,19,CACM-2286,0.0,0.0

42,1,CACM-2203,0.0,0.0
42,2,CACM-2286,0.0,0.0
42,3,CACM-0535,0.0,0.0
42,4,CACM-2251,0.0,0.0
42,5,CACM-2539,0.0,0.0
42,6,CACM-1774,0.0,0.0
42,7,CACM-1163,0.0,0.0
42,8,CACM-1101,0.0,0.0
42,9,CACM-1824,0.0,0.0
42,10,CACM-2593,0.0,0.0
42,11,CACM-1445,0.0,0.0
42,12,CACM-3197,0.0,0.0
42,13,CACM-2501,0.0,0.0
42,14,CACM-0320,0.0,0.0
42,15,CACM-3068,0.0,0.0
42,16,CACM-3200,0.0,0.0
42,17,CACM-2692,0.0,0.0

43,1,CACM-3197,0.0,0.0
43,2,CACM-1065,0.0,0.0
43,3,CACM-0320,0.0,0.0
43,4,CACM-2286,0.0,0.0
43,5,CACM-2692,0.0,0.0
43,6,CACM-3069,0.0,0.0
43,7,CACM-2806,0.0,0.0
43,8,CACM-1824,0.0,0.0
43,9,CACM-1101,0.0,0.0
43,10,CACM-2593,0.0,0.0
43,11,CACM-1445,0.0,0.0
43,12,CACM-2242,0.0,0.0
43,13,CACM-2501,0.0,0.0
43,14,CACM-3068,0.0,0.0
43,15,CACM-3200,0.0,0.0

44,1,CACM-2286,0.0,0.0
44,2,CACM-3069,0.0,0.0
44,3,CACM-2806,0.0,0.0
44,4,CACM-1065,0.0,0.0
44,5,CACM-1101,0.0,0.0
44,6,CACM-2593,0.0,0.0
44,7,CACM-1445,0.0,0.0
44,8,CACM-3197,0.0,0.0
44,9,CACM-2501,0.0,0.0
44,10,CACM-0320,0.0,0.0
44,11,CACM-3068,0.0,0.0
44,12,CACM-3200,0.0,0.0
44,13,CACM-2692,0.0,0.0

45,1,CACM-2203,0.0,0.0
45,2,CACM-2593,0.0,0.0
45,3,CACM-0275,0.0,0.0
45,4,CACM-2514,0.0,0.0
45,5,CACM-3103,0.0,0.0
45,6,CACM-3131,0.0,0.0
45,7,CACM-0581,0.0,0.0
45,8,CACM-1824,0.0,0.0
45,9,CACM-3200,0.0,0.0
45,10,CACM-0294,0.0,0.0
45,11,CACM-2286,0.0,0.0
45,12,CACM-0320,0.0,0.0
45,13,CACM-1065,0.0,0.0
45,14,CACM-3197,0.0,0.0
45,15,CACM-3069,0.0,0.0
45,16,CACM-1163,0.0,0.0
45,17,CACM-2219,0.0,0.0
45,18,CACM-0039,0.0,0.0
45,19,CACM-2501,0.0,0.0
45,20,CACM-1774,0.0,0.0
45,21,CACM-3068,0.0,0.0
