query,rank,document,precision,recall
4,18,CACM-2657,0.0,0.0
4,19,CACM-199,0.0,0.0
4,20,CACM-2904,0.0,0.0
4,21,CACM-2509,0.0,0.0
4,22,CACM-2862,0.0,0.0
4,23,CACM-2209,0.0,0.0
4,24,CACM-1560,0.0,0.0
4,25,CACM-1990,0.0,0.0
4,26,CACM-2263,0.0,0.0
4,27,CACM-1504,0.0,0.0
4,28,CACM-2510,0.0,0.0
4,29,CACM-2094,0.0,0.0
4,30,CACM-1946,0.0,0.0
4,31,CACM-2916,0.0,0.0
4,32,CACM-2226,0.0,0.0
4,33,CACM-2769,0.0,0.0
4,34,CACM-3132,0.0,0.0
4,35,CACM-3037,0.0,0.0
4,36,CACM-2366,0.0,0.0
4,37,CACM-3071,0.0,0.0
4,38,CACM-2472,0.0,0.0
4,39,CACM-2701,0.0,0.0
4,40,CACM-2963,0.0,0.0
4,41,CACM-3085,0.0,0.0
4,42,CACM-2266,0.0,0.0
4,43,CACM-3141,0.0,0.0
4,44,CACM-3166,0.0,0.0
4,45,CACM-1540,0.0,0.0
4,46,CACM-1863,0.0,0.0
4,47,CACM-2042,0.0,0.0
4,48,CACM-2837,0.0,0.0
4,49,CACM-1954,0.0,0.0
4,50,CACM-2223,0.0,0.0
4,51,CACM-2464,0.0,0.0
4,52,CACM-2134,0.0,0.0
4,53,CACM-2419,0.0,0.0
4,54,CACM-2426,0.0,0.0
4,55,CACM-2285,0.0,0.0
4,56,CACM-1658,0.0,0.0
4,57,CACM-1679,0.0,0.0
4,58,CACM-1072,0.0,0.0
4,59,CACM-1539,0.0,0.0
4,60,CACM-2880,0.0,0.0
4,61,CACM-1594,0.0,0.0
4,62,CACM-1097,0.0,0.0
4,63,CACM-1842,0.0,0.0
4,64,CACM-2098,0.0,0.0
4,65,CACM-2444,0.0,0.0
4,66,CACM-1796,0.0,0.0
4,67,CACM-1858,0.0,0.0
4,68,CACM-2997,0.0,0.0
4,69,CACM-3055,0.0,0.0
4,70,CACM-1694,0.0,0.0
4,71,CACM-2143,0.0,0.0
4,72,CACM-2335,0.0,0.0
4,73,CACM-2902,0.0,0.0
4,74,CACM-1729,0.0,0.0
4,75,CACM-2554,0.0,0.0
4,76,CACM-1910,0.0,0.0
4,77,CACM-1734,0.0,0.0
4,78,CACM-2936,0.0,0.0
4,79,CACM-2627,0.0,0.0
4,80,CACM-1423,0.0,0.0
4,81,CACM-1924,0.0,0.0
4,82,CACM-2819,0.0,0.0
4,83,CACM-2348,0.0,0.0
4,84,CACM-2004,0.0,0.0
4,85,CACM-1294,0.0,0.0
4,86,CACM-3118,0.0,0.0
4,87,CACM-2674,0.0,0.0
4,88,CACM-2200,0.0,0.0
4,89,CACM-1586,0.0,0.0
4,90,CACM-1967,0.0,0.0
4,91,CACM-2714,0.0,0.0
4,92,CACM-2133,0.0,0.0
4,93,CACM-2670,0.0,0.0
4,94,CACM-1873,0.0,0.0
4,95,CACM-1386,0.0,0.0
4,96,CACM-2954,0.0,0.0
4,97,CACM-2679,0.0,0.0
4,98,CACM-2185,0.0,0.0
4,99,CACM-2646,0.0,0.0
4,100,CACM-3114,0.0,0.0

5,1,CACM-2999,0.0,0.0
5,2,CACM-2065,0.0,0.0
5,3,CACM-2727,0.0,0.0
5,4,CACM-3043,0.0,0.0
5,5,CACM-1588,0.0,0.0
5,6,CACM-2307,0.0,0.0
5,7,CACM-2080,0.0,0.0
5,8,CACM-3120,0.0,0.0
5,9,CACM-2342,0.0,0.0
5,10,CACM-2370,0.0,0.0
5,11,CACM-1439,0.0,0.0
5,12,CACM-2912,0.0,0.0
5,13,CACM-1587,0.0,0.0
5,14,CACM-1251,0.0,0.0
5,15,CACM-1359,0.0,0.0
5,16,CACM-3137,0.0,0.0
5,17,CACM-414,0.0,0.0
5,18,CACM-2195,0.0,0.0
5,19,CACM-2401,0.0,0.0
5,20,CACM-2376,0.0,0.0
5,21,CACM-3141,0.0,0.0
5,22,CACM-1272,0.0,0.0
5,23,CACM-1195,0.0,0.0
5,24,CACM-1959,0.0,0.0
5,25,CACM-721,0.0,0.0
5,26,CACM-1135,0.0,0.0
5,27,CACM-2320,0.0,0.0
5,28,CACM-2309,0.0,0.0
5,29,CACM-3197,0.0,0.0
5,30,CACM-2378,0.0,0.0
5,31,CACM-1424,0.0,0.0
5,32,CACM-1748,0.0,0.0
5,33,CACM-3078,0.0,0.0
5,34,CACM-1233,0.0,0.0
5,35,CACM-2311,0.0,0.0
5,36,CACM-1846,0.0,0.0
5,37,CACM-1746,0.0,0.0
5,38,CACM-2262,0.0,0.0
5,39,CACM-252,0.0,0.0
5,40,CACM-2050,0.0,0.0
5,41,CACM-394,0.0,0.0
5,42,CACM-2740,0.0,0.0
5,43,CACM-825,0.0,0.0
5,44,CACM-141,0.0,0.0
5,45,CACM-1808,0.0,0.0
5,46,CACM-2371,0.0,0.0
5,47,CACM-198,0.0,0.0
5,48,CACM-392,0.0,0.0
5,49,CACM-597,0.0,0.0
5,50,CACM-696,0.0,0.0
5,51,CACM-1482,0.0,0.0
5,52,CACM-2920,0.0,0.0
5,53,CACM-1085,0.0,0.0
5,54,CACM-2906,0.0,0.0
5,55,CACM-1465,0.0,0.0
5,56,CACM-240,0.0,0.0
5,57,CACM-748,0.0,0.0
5,58,CACM-1570,0.0,0.0
5,59,CACM-2219,0.0,0.0
5,60,CACM-981,0.0,0.0
5,61,CACM-3059,0.0,0.0
5,62,CACM-1656,0.0,0.0
5,63,CACM-1410,0.0,0.0
5,64,CACM-2967,0.0,0.0
5,65,CACM-397,0.0,0.0
5,66,CACM-855,0.0,0.0
5,67,CACM-1652,0.0,0.0
5,68,CACM-1196,0.0,0.0
5,69,CACM-2917,0.0,0.0
5,70,CACM-528,0.0,0.0
5,71,CACM-1719,0.0,0.0
5,72,CACM-278,0.0,0.0
5,73,CACM-2396,0.0,0.0
5,74,CACM-1412,0.0,0.0
5,75,CACM-174,0.0,0.0
5,76,CACM-2051,0.0,0.0
5,77,CACM-1541,0.0,0.0
5,78,CACM-2535,0.0,0.0
5,79,CACM-494,0.0,0.0
5,80,CACM-3128,0.0,0.0
5,81,CACM-2142,0.0,0.0
5,82,CACM-2528,0.0,0.0
5,83,CACM-2689,0.0,0.0
5,84,CACM-1098,0.0,0.0
5,85,CACM-1686,0.0,0.0
5,86,CACM-208,0.0,0.0
5,87,CACM-975,0.0,0.0
5,88,CACM-2895,0.0,0.0
5,89,CACM-68,0.0,0.0
5,90,CACM-1957,0.0,0.0
5,91,CACM-2005,0.0,0.0
5,92,CACM-2672,0.0,0.0
5,93,CACM-2942,0.0,0.0
5,94,CACM-333,0.0,0.0
5,95,CACM-3112,0.0,0.0
5,96,CACM-1770,0.0,0.0
5,97,CACM-412,0.0,0.0
5,98,CACM-1926,0.0,0.0
5,99,CACM-3061,0.0,0.0
5,100,CACM-59,0.0,0.0

6,1,CACM-2311,0.0,0.0
6,2,CACM-1938,0.0,0.0
6,3,CACM-2984,0.0,0.0
6,4,CACM-1844,0.0,0.0
6,5,CACM-1719,0.0,0.0
6,6,CACM-3012,0.0,0.0
6,7,CACM-1591,0.0,0.0
6,8,CACM-2542,0.0,0.0
6,9,CACM-2948,0.0,0.0
6,10,CACM-1680,0.0,0.0
6,11,CACM-3089,0.0,0.0
6,12,CACM-2955,0.0,0.0
6,13,CACM-2560,0.0,0.0
6,14,CACM-1033,0.0,0.0
6,15,CACM-2371,0.0,0.0
6,16,CACM-2188,0.0,0.0
6,17,CACM-1959,0.0,0.0
6,18,CACM-1912,0.0,0.0
6,19,CACM-2812,0.0,0.0
6,20,CACM-1657,0.0,0.0
6,21,CACM-3090,0.0,0.0
6,22,CACM-1341,0.0,0.0
6,23,CACM-3137,0.0,0.0
6,24,CACM-2798,0.0,0.0
6,25,CACM-1519,0.0,0.0
6,26,CACM-1571,0.0,0.0
6,27,CACM-1750,0.0,0.0
6,28,CACM-2105,0.0,0.0
6,29,CACM-1518,0.0,0.0
6,30,CACM-2522,0.0,0.0
6,31,CACM-3072,0.0,0.0
6,32,CACM-1544,0.0,0.0
6,33,CACM-2398,0.0,0.0
6,34,CACM-3180,0.0,0.0
6,35,CACM-1885,0.0,0.0
6,36,CACM-3025,0.0,0.0
6,37,CACM-2372,0.0,0.0
6,38,CACM-1304,0.0,0.0
6,39,CACM-2153,0.0,0.0
6,40,CACM-1238,0.0,0.0
6,41,CACM-3023,0.0,0.0
6,42,CACM-637,0.0,0.0
6,43,CACM-2681,0.0,0.0
6,44,CACM-1264,0.0,0.0
6,45,CACM-2318,0.0,0.0
6,46,CACM-2151,0.0,0.0
6,47,CACM-1747,0.0,0.0
6,48,CACM-2624,0.0,0.0
6,49,CACM-1226,0.0,0.0
6,50,CACM-1071,0.0,0.0
6,51,CACM-1482,0.0,0.0
6,52,CACM-1937,0.0,0.0
6,53,CACM-2629,0.0,0.0
6,54,CACM-1034,0.0,0.0
6,55,CACM-1173,0.0,0.0
6,56,CACM-2859,0.0,0.0
6,57,CACM-3136,0.0,0.0
6,58,CACM-2379,0.0,0.0
6,59,CACM-2878,0.0,0.0
6,60,CACM-2344,0.0,0.0
6,61,CACM-2407,0.0,0.0
6,62,CACM-3087,0.0,0.0
6,63,CACM-2811,0.0,0.0
6,64,CACM-2567,0.0,0.0
6,65,CACM-3068,0.0,0.0
6,66,CACM-1827,0.0,0.0
6,67,CACM-202,0.0,0.0
6,68,CACM-2479,0.0,0.0
6,69,CACM-1108,0.0,0.0
6,70,CACM-1505,0.0,0.0
6,71,CACM-2882,0.0,0.0
6,72,CACM-1347,0.0,0.0
6,73,CACM-3082,0.0,0.0
6,74,CACM-2535,0.0,0.0
6,75,CACM-1605,0.0,0.0
6,76,CACM-2439,0.0,0.0
6,77,CACM-617,0.0,0.0
6,78,CACM-2405,0.0,0.0
6,79,CACM-3181,0.0,0.0
6,80,CACM-2689,0.0,0.0
6,81,CACM-1236,0.0,0.0
6,82,CACM-3048,0.0,0.0
6,83,CACM-1195,0.0,0.0
6,84,CACM-2988,0.0,0.0
6,85,CACM-2345,0.0,0.0
6,86,CACM-2541,0.0,0.0
6,87,CACM-2951,0.0,0.0
6,88,CACM-2985,0.0,0.0
6,89,CACM-3127,0.0,0.0
6,90,CACM-2740,0.0,0.0
6,91,CACM-696,0.0,0.0
6,92,CACM-3026,0.0,0.0
6,93,CACM-2622,0.0,0.0
6,94,CACM-3150,0.0,0.0
6,95,CACM-1533,0.0,0.0
6,96,CACM-2262,0.0,0.0
6,97,CACM-252,0.0,0.0
6,98,CACM-3153,0.0,0.0
6,99,CACM-2852,0.0,0.0
6,100,CACM-2730,0.0,0.0

7,1,CACM-2288,0.0,0.0
7,2,CACM-2832,0.0,0.0
7,3,CACM-891,0.0,0.0
7,4,CACM-2882,0.0,0.0
7,5,CACM-1699,0.0,0.0
7,6,CACM-2140,0.0,0.0
7,7,CACM-1681,0.0,0.0
7,8,CACM-3134,0.0,0.0
7,9,CACM-1830,0.0,0.0
7,10,CACM-1725,0.0,0.0
7,11,CACM-1457,0.0,0.0
7,12,CACM-1032,0.0,0.0
7,13,CACM-1514,0.0,0.0
7,14,CACM-2278,0.0,0.0
7,15,CACM-2990,0.0,0.0
7,16,CACM-2575,0.0,0.0
7,17,CACM-619,0.0,0.0
7,18,CACM-1236,0.0,0.0
7,19,CACM-3012,0.0,0.0
7,20,CACM-3126,0.0,0.0
7,21,CACM-1937,0.0,0.0
7,22,CACM-3084,0.0,0.0
7,23,CACM-2516,0.0,0.0
7,24,CACM-2114,0.0,0.0
7,25,CACM-2978,0.0,0.0
7,26,CACM-2160,0.0,0.0
7,27,CACM-2455,0.0,0.0
7,28,CACM-2711,0.0,0.0
7,29,CACM-2561,0.0,0.0
7,30,CACM-2846,0.0,0.0
7,31,CACM-2307,0.0,0.0
7,32,CACM-275,0.0,0.0
7,33,CACM-651,0.0,0.0
7,34,CACM-2070,0.0,0.0
7,35,CACM-2947,0.0,0.0
7,36,CACM-1271,0.0,0.0
7,37,CACM-892,0.0,0.0
7,38,CACM-239,0.0,0.0
7,39,CACM-1976,0.0,0.0
7,40,CACM-292,0.0,0.0
7,41,CACM-2293,0.0,0.0
7,42,CACM-2631,0.0,0.0
7,43,CACM-2157,0.0,0.0
7,44,CACM-3095,0.0,0.0
7,45,CACM-2999,0.0,0.0
7,46,CACM-626,0.0,0.0
7,47,CACM-798,0.0,0.0
7,48,CACM-2577,0.0,0.0
7,49,CACM-2388,0.0,0.0
7,50,CACM-1506,0.0,0.0
7,51,CACM-657,0.0,0.0
7,52,CACM-3169,0.0,0.0
7,53,CACM-1359,0.0,0.0
7,54,CACM-634,0.0,0.0
7,55,CACM-1168,0.0,0.0
7,56,CACM-2722,0.0,0.0
7,57,CACM-2905,0.0,0.0
7,58,CACM-1935,0.0,0.0
7,59,CACM-3168,0.0,0.0
7,60,CACM-2532,0.0,0.0
7,61,CACM-2976,0.0,0.0
7,62,CACM-1831,0.0,0.0
7,63,CACM-2688,0.0,0.0
7,64,CACM-2967,0.0,0.0
7,65,CACM-2394,0.0,0.0
7,66,CACM-3135,0.0,0.0
7,67,CACM-1415,0.0,0.0
7,68,CACM-2781,0.0,0.0
7,69,CACM-1675,0.0,0.0
7,70,CACM-655,0.0,0.0
7,71,CACM-1927,0.0,0.0
7,72,CACM-1527,0.0,0.0
7,73,CACM-1680,0.0,0.0
7,74,CACM-2412,0.0,0.0
7,75,CACM-2530,0.0,0.0
7,76,CACM-1627,0.0,0.0
7,77,CACM-2501,0.0,0.0
7,78,CACM-2258,0.0,0.0
7,79,CACM-2141,0.0,0.0
7,80,CACM-1,0.0,0.0
7,81,CACM-10,0.0,0.0
7,82,CACM-100,0.0,0.0
7,83,CACM-1000,0.0,0.0
7,84,CACM-1001,0.0,0.0
7,85,CACM-1002,0.0,0.0
7,86,CACM-1003,0.0,0.0
7,87,CACM-1004,0.0,0.0
7,88,CACM-1005,0.0,0.0
7,89,CACM-1006,0.0,0.0
7,90,CACM-1007,0.0,0.0
7,91,CACM-1008,0.0,0.0
7,92,CACM-1009,0.0,0.0
7,93,CACM-101,0.0,0.0
7,94,CACM-1010,0.0,0.0
7,95,CACM-1011,0.0,0.0
7,96,CACM-1012,0.0,0.0
7,97,CACM-1013,0.0,0.0
7,98,CACM-1014,0.0,0.0
7,99,CACM-1015,0.0,0.0
7,100,CACM-1016,0.0,0.0
